DRS,DISTRICT,PERIODE,temperature_moyenne,temperature_max,temperature_min,precipitation,humidite,vent,rayonnement_solaire
DRS Tambacounda,Bakel,2023-06-01,33.65,39.55,28.18,120.98,46.9,2.98,6.53
DRS Tambacounda,Bakel,2023-07-01,29.22,33.24,25.68,229.59,76.6,2.14,6.05
DRS Tambacounda,Bakel,2023-08-01,28.6,32.69,25.07,215.16,79.81,2.27,5.52
DRS Tambacounda,Bakel,2023-09-01,28.31,32.31,24.96,86.21,81.49,1.81,5.65
DRS Tambacounda,Bakel,2023-10-01,28.7,33.77,24.4,25.87,72.06,1.49,5.38
DRS Tambacounda,Bakel,2023-11-01,27.18,36.91,19.37,0.02,34.05,2.14,5.62
DRS Tambacounda,Bakel,2023-12-01,25.48,34.77,18.15,0.0,18.25,3.54,5.22
DRS Tambacounda,Bakel,2024-01-01,26.41,36.19,18.36,0.0,13.53,3.49,5.43
DRS Tambacounda,Bakel,2024-02-01,28.54,38.46,20.04,0.0,10.12,3.66,6.15
DRS Tambacounda,Bakel,2024-03-01,31.97,41.12,23.36,0.0,13.47,2.86,6.48
DRS Tambacounda,Bakel,2024-04-01,35.34,43.44,27.17,0.6,17.52,3.13,6.89
DRS Tambacounda,Bakel,2024-05-01,37.08,44.19,29.57,16.7,21.33,2.7,6.97
DRS Tambacounda,Bakel,2024-06-01,34.5,41.19,28.55,19.18,40.23,3.54,6.39
DRS Tambacounda,Bakel,2024-07-01,29.21,33.22,25.81,424.83,75.85,2.65,4.95
DRS Tambacounda,Bakel,2024-08-01,27.8,31.34,24.86,265.28,84.45,2.43,5.26
DRS Tambacounda,Bakel,2024-09-01,27.06,30.28,24.48,210.94,86.56,1.93,5.08
DRS Tambacounda,Bakel,2024-10-01,27.1,31.77,23.08,36.02,79.54,1.63,5.54
DRS Tambacounda,Bakel,2024-11-01,23.29,31.31,17.38,0.0,69.27,2.31,5.74
DRS Tambacounda,Bakel,2024-12-01,21.11,29.67,14.81,0.0,51.0,3.25,4.67
DRS Tambacounda,Diankhe Makhan,2021-01-01,27.2,37.56,18.24,0.0,23.63,3.56,5.8
DRS Tambacounda,Diankhe Makhan,2021-02-01,29.18,38.62,20.61,0.0,16.84,3.05,5.81
DRS Tambacounda,Diankhe Makhan,2021-03-01,32.13,41.06,23.3,0.0,17.14,2.99,6.79
DRS Tambacounda,Diankhe Makhan,2021-04-01,34.65,42.94,26.12,0.0,20.22,2.43,7.05
DRS Tambacounda,Diankhe Makhan,2021-05-01,35.44,42.61,28.16,5.6,26.31,2.82,6.34
DRS Tambacounda,Diankhe Makhan,2021-06-01,30.74,35.8,26.3,271.08,62.98,2.55,5.87
DRS Tambacounda,Diankhe Makhan,2021-07-01,26.68,30.01,23.97,438.03,86.72,2.24,5.47
DRS Tambacounda,Diankhe Makhan,2021-08-01,26.06,29.07,23.55,401.47,90.3,1.84,5.29
DRS Tambacounda,Diankhe Makhan,2021-09-01,26.79,30.06,23.73,243.1,87.57,1.33,5.72
DRS Tambacounda,Diankhe Makhan,2021-10-01,26.89,30.77,23.4,119.73,83.7,1.11,5.31
DRS Tambacounda,Diankhe Makhan,2021-11-01,25.76,31.23,20.6,1.26,72.02,1.4,5.41
DRS Tambacounda,Diankhe Makhan,2021-12-01,23.92,32.59,17.17,0.0,53.79,2.4,5.05
DRS Tambacounda,Diankhe Makhan,2022-01-01,25.82,35.78,17.29,0.0,26.68,3.22,5.59
DRS Tambacounda,Diankhe Makhan,2022-02-01,28.53,38.66,19.33,0.0,16.93,3.19,6.22
DRS Tambacounda,Diankhe Makhan,2022-03-01,31.89,40.9,22.96,0.0,14.48,2.66,6.54
DRS Tambacounda,Diankhe Makhan,2022-04-01,34.8,43.07,26.38,0.07,17.95,2.75,7.02
DRS Tambacounda,Diankhe Makhan,2022-05-01,33.67,40.88,26.49,87.58,35.05,2.57,6.47
DRS Tambacounda,Diankhe Makhan,2022-06-01,29.0,34.01,24.83,182.87,72.32,2.45,5.93
DRS Tambacounda,Diankhe Makhan,2022-07-01,27.04,30.78,24.05,102.1,83.98,2.42,5.08
DRS Tambacounda,Diankhe Makhan,2022-08-01,26.3,29.81,23.28,472.25,87.19,2.15,4.91
DRS Tambacounda,Diankhe Makhan,2022-09-01,26.21,29.17,23.45,389.36,89.08,1.38,5.23
DRS Tambacounda,Diankhe Makhan,2022-10-01,26.56,30.57,22.87,47.53,82.29,1.19,5.4
DRS Tambacounda,Diankhe Makhan,2022-11-01,23.91,30.83,17.88,0.13,66.45,1.5,5.38
DRS Tambacounda,Diankhe Makhan,2022-12-01,24.43,33.63,17.18,0.18,51.01,2.22,5.1
DRS Tambacounda,Diankhe Makhan,2023-01-01,26.28,36.54,17.7,0.0,23.51,3.2,5.54
DRS Tambacounda,Diankhe Makhan,2023-02-01,30.19,39.83,21.31,0.0,17.57,2.79,5.86
DRS Tambacounda,Diankhe Makhan,2023-03-01,32.27,41.62,22.89,0.12,18.23,2.58,6.96
DRS Tambacounda,Diankhe Makhan,2023-04-01,34.31,42.64,26.02,0.37,20.88,2.94,7.04
DRS Tambacounda,Diankhe Makhan,2023-05-01,34.1,40.69,27.95,14.94,38.97,3.14,6.04
DRS Tambacounda,Diankhe Makhan,2023-06-01,30.74,36.6,25.9,142.55,63.91,3.1,6.16
DRS Tambacounda,Diankhe Makhan,2023-07-01,27.8,31.41,24.61,241.72,83.25,1.76,5.76
DRS Tambacounda,Diankhe Makhan,2023-08-01,27.23,30.85,24.11,64.19,86.03,1.92,5.44
DRS Tambacounda,Diankhe Makhan,2023-09-01,27.93,32.06,24.44,84.13,81.51,1.49,5.39
DRS Tambacounda,Diankhe Makhan,2023-10-01,28.47,33.78,24.26,51.58,74.4,1.46,5.26
DRS Tambacounda,Diankhe Makhan,2023-11-01,28.75,38.19,20.76,0.14,41.91,1.72,5.58
DRS Tambacounda,Diankhe Makhan,2023-12-01,27.51,37.64,19.1,0.0,17.53,2.73,5.32
DRS Tambacounda,Diankhe Makhan,2024-01-01,28.16,38.06,19.45,0.0,15.76,2.67,5.51
DRS Tambacounda,Diankhe Makhan,2024-02-01,30.04,40.39,20.71,0.0,10.22,3.1,6.21
DRS Tambacounda,Diankhe Makhan,2024-03-01,33.11,42.51,23.83,0.0,14.59,2.52,6.49
DRS Tambacounda,Diankhe Makhan,2024-04-01,35.71,43.82,27.47,0.03,19.94,3.0,6.89
DRS Tambacounda,Diankhe Makhan,2024-05-01,35.96,43.23,28.7,24.8,32.02,2.98,6.78
DRS Tambacounda,Diankhe Makhan,2024-06-01,30.16,35.89,25.49,186.41,66.21,2.86,6.03
DRS Tambacounda,Diankhe Makhan,2024-07-01,27.38,31.03,24.45,324.66,84.94,2.41,4.68
DRS Tambacounda,Diankhe Makhan,2024-08-01,26.56,29.54,24.04,374.44,89.81,2.31,4.91
DRS Tambacounda,Diankhe Makhan,2024-09-01,26.32,29.4,23.68,407.41,89.72,1.77,4.75
DRS Tambacounda,Diankhe Makhan,2024-10-01,26.62,30.46,23.0,100.25,84.41,1.27,5.16
DRS Tambacounda,Diankhe Makhan,2024-11-01,24.57,31.97,18.64,0.0,70.68,1.69,5.75
DRS Tambacounda,Diankhe Makhan,2024-12-01,23.15,32.84,15.83,0.0,52.52,2.81,4.91
DRS Tambacounda,Goudiry,2021-01-01,26.28,36.67,17.65,0.0,25.56,3.77,5.75
DRS Tambacounda,Goudiry,2021-02-01,28.62,37.97,20.23,0.0,16.94,3.28,5.69
DRS Tambacounda,Goudiry,2021-03-01,31.86,40.83,23.1,0.0,16.15,3.17,6.81
DRS Tambacounda,Goudiry,2021-04-01,34.95,43.38,26.21,0.0,17.12,2.38,7.18
DRS Tambacounda,Goudiry,2021-05-01,36.0,43.19,28.63,0.66,21.55,2.93,6.58
DRS Tambacounda,Goudiry,2021-06-01,31.9,37.33,27.17,165.75,55.73,2.92,6.19
DRS Tambacounda,Goudiry,2021-07-01,27.32,31.2,24.29,211.66,82.82,2.49,5.95
DRS Tambacounda,Goudiry,2021-08-01,26.46,29.75,23.76,330.19,88.7,1.88,5.4
DRS Tambacounda,Goudiry,2021-09-01,26.98,30.32,23.96,225.27,87.12,1.38,5.89
DRS Tambacounda,Goudiry,2021-10-01,27.18,31.24,23.48,90.06,81.63,1.2,5.6
DRS Tambacounda,Goudiry,2021-11-01,25.89,31.74,20.59,0.38,69.82,1.56,5.35
DRS Tambacounda,Goudiry,2021-12-01,24.14,32.79,17.27,0.0,48.19,2.59,4.92
DRS Tambacounda,Goudiry,2022-01-01,25.63,35.34,17.38,0.0,23.86,3.4,5.47
DRS Tambacounda,Goudiry,2022-02-01,28.12,38.05,19.22,0.0,16.26,3.34,6.19
DRS Tambacounda,Goudiry,2022-03-01,31.64,40.82,22.77,0.0,13.58,2.87,6.48
DRS Tambacounda,Goudiry,2022-04-01,34.8,43.17,26.28,0.05,15.78,2.91,7.05
DRS Tambacounda,Goudiry,2022-05-01,34.26,41.61,26.92,81.37,30.06,2.57,6.76
DRS Tambacounda,Goudiry,2022-06-01,30.23,35.86,25.52,110.49,65.12,2.72,6.12
DRS Tambacounda,Goudiry,2022-07-01,28.01,32.33,24.52,86.98,77.82,2.6,5.5
DRS Tambacounda,Goudiry,2022-08-01,26.95,30.78,23.66,443.79,83.88,2.18,5.05
DRS Tambacounda,Goudiry,2022-09-01,26.46,29.54,23.58,208.75,88.38,1.36,5.44
DRS Tambacounda,Goudiry,2022-10-01,26.68,30.88,22.9,50.87,81.9,1.25,5.41
DRS Tambacounda,Goudiry,2022-11-01,23.47,30.66,17.32,0.1,65.13,1.66,5.33
DRS Tambacounda,Goudiry,2022-12-01,24.29,33.51,16.99,0.44,48.55,2.41,5.12
DRS Tambacounda,Goudiry,2023-01-01,25.45,35.43,17.31,0.0,24.01,3.34,5.4
DRS Tambacounda,Goudiry,2023-02-01,29.68,39.38,21.09,0.0,17.51,3.19,5.78
DRS Tambacounda,Goudiry,2023-03-01,32.15,41.57,22.86,0.38,16.05,2.65,6.95
DRS Tambacounda,Goudiry,2023-04-01,34.27,42.65,25.71,0.0,19.64,3.31,7.08
DRS Tambacounda,Goudiry,2023-05-01,35.09,41.69,28.73,6.9,32.36,3.21,6.26
DRS Tambacounda,Goudiry,2023-06-01,32.13,38.15,26.94,113.68,55.76,3.13,6.53
DRS Tambacounda,Goudiry,2023-07-01,28.08,31.69,24.89,279.22,82.21,1.93,6.05
DRS Tambacounda,Goudiry,2023-08-01,27.61,31.46,24.41,62.11,84.47,2.08,5.52
DRS Tambacounda,Goudiry,2023-09-01,28.44,32.85,24.78,63.09,78.71,1.62,5.65
DRS Tambacounda,Goudiry,2023-10-01,29.54,35.42,24.85,34.21,67.66,1.64,5.38
DRS Tambacounda,Goudiry,2023-11-01,29.12,38.91,20.86,0.06,32.64,1.99,5.62
DRS Tambacounda,Goudiry,2023-12-01,27.11,37.12,18.74,0.0,16.19,3.19,5.22
DRS Tambacounda,Goudiry,2024-01-01,27.85,37.89,19.23,0.0,13.97,3.01,5.43
DRS Tambacounda,Goudiry,2024-02-01,29.66,40.08,20.52,0.0,9.94,3.43,6.15
DRS Tambacounda,Goudiry,2024-03-01,32.94,42.39,23.88,0.0,13.38,2.76,6.48
DRS Tambacounda,Goudiry,2024-04-01,35.89,44.04,27.56,0.03,18.52,3.05,6.89
DRS Tambacounda,Goudiry,2024-05-01,36.66,43.93,29.2,13.33,26.73,2.91,6.97
DRS Tambacounda,Goudiry,2024-06-01,31.7,37.98,26.42,147.77,57.16,3.06,6.39
DRS Tambacounda,Goudiry,2024-07-01,27.88,31.69,24.85,258.36,82.66,2.53,4.95
DRS Tambacounda,Goudiry,2024-08-01,26.88,30.01,24.3,288.1,88.64,2.34,5.26
DRS Tambacounda,Goudiry,2024-09-01,26.56,29.68,23.94,374.0,89.06,1.75,5.08
DRS Tambacounda,Goudiry,2024-10-01,26.89,30.92,23.15,72.43,83.18,1.35,5.54
DRS Tambacounda,Goudiry,2024-11-01,24.49,32.09,18.48,0.0,69.31,1.72,5.74
DRS Tambacounda,Goudiry,2024-12-01,23.02,32.39,15.98,0.0,49.09,2.91,4.67
DRS Tambacounda,Kidira,2021-01-01,24.83,35.13,16.75,0.0,28.33,3.66,5.75
DRS Tambacounda,Kidira,2021-02-01,27.8,37.13,19.78,0.0,17.61,3.26,5.69
DRS Tambacounda,Kidira,2021-03-01,31.33,40.26,22.75,0.0,15.86,3.13,6.81
DRS Tambacounda,Kidira,2021-04-01,34.97,43.49,26.15,0.0,15.2,2.53,7.18
DRS Tambacounda,Kidira,2021-05-01,36.17,43.33,28.86,0.3,19.66,3.01,6.58
DRS Tambacounda,Kidira,2021-06-01,33.55,39.45,28.22,85.84,45.93,3.14,6.19
DRS Tambacounda,Kidira,2021-07-01,29.19,34.12,25.26,105.51,70.51,2.87,5.95
DRS Tambacounda,Kidira,2021-08-01,27.23,31.06,24.15,261.25,84.38,1.96,5.4
DRS Tambacounda,Kidira,2021-09-01,27.35,30.96,24.1,204.59,84.63,1.45,5.89
DRS Tambacounda,Kidira,2021-10-01,27.51,32.04,23.4,45.41,78.21,1.35,5.6
DRS Tambacounda,Kidira,2021-11-01,26.77,33.62,20.75,0.33,60.73,1.74,5.35
DRS Tambacounda,Kidira,2021-12-01,24.44,33.34,17.79,0.0,40.43,2.94,4.92
DRS Tambacounda,Kidira,2022-01-01,25.26,34.75,17.37,0.0,21.7,3.55,5.47
DRS Tambacounda,Kidira,2022-02-01,27.59,37.38,18.91,0.0,15.1,3.37,6.19
DRS Tambacounda,Kidira,2022-03-01,31.04,40.28,22.3,0.0,13.47,3.09,6.48
DRS Tambacounda,Kidira,2022-04-01,34.49,42.93,25.92,0.0,14.92,3.14,7.05
DRS Tambacounda,Kidira,2022-05-01,34.92,42.19,27.36,61.69,25.32,2.65,6.76
DRS Tambacounda,Kidira,2022-06-01,31.62,37.49,26.49,52.7,56.04,2.94,6.12
DRS Tambacounda,Kidira,2022-07-01,28.96,33.55,25.1,137.39,72.2,2.78,5.5
DRS Tambacounda,Kidira,2022-08-01,27.12,30.77,23.89,363.12,83.32,2.11,5.05
DRS Tambacounda,Kidira,2022-09-01,26.71,30.03,23.66,167.88,87.07,1.35,5.44
DRS Tambacounda,Kidira,2022-10-01,26.63,31.08,22.73,75.25,80.81,1.36,5.41
DRS Tambacounda,Kidira,2022-11-01,22.69,30.1,16.4,0.06,64.76,1.84,5.33
DRS Tambacounda,Kidira,2022-12-01,23.17,32.29,16.16,2.95,52.08,2.42,5.12
DRS Tambacounda,Kidira,2023-01-01,23.45,33.28,15.86,0.0,30.19,3.17,5.4
DRS Tambacounda,Kidira,2023-02-01,28.41,38.13,20.25,0.0,19.91,3.18,5.78
DRS Tambacounda,Kidira,2023-03-01,31.64,41.06,22.6,0.03,15.38,2.74,6.95
DRS Tambacounda,Kidira,2023-04-01,33.87,42.22,25.45,0.0,19.26,3.44,7.08
DRS Tambacounda,Kidira,2023-05-01,35.61,42.08,29.05,3.58,27.5,3.08,6.26
DRS Tambacounda,Kidira,2023-06-01,33.35,39.43,27.83,74.21,48.21,3.19,6.53
DRS Tambacounda,Kidira,2023-07-01,29.38,33.61,25.64,176.41,73.58,2.17,6.05
DRS Tambacounda,Kidira,2023-08-01,29.09,33.76,25.14,123.59,74.79,2.35,5.52
DRS Tambacounda,Kidira,2023-09-01,28.68,33.14,24.96,67.18,77.36,1.76,5.65
DRS Tambacounda,Kidira,2023-10-01,29.62,35.38,24.85,42.79,65.93,1.64,5.38
DRS Tambacounda,Kidira,2023-11-01,28.34,38.31,20.15,0.09,31.08,2.11,5.62
DRS Tambacounda,Kidira,2023-12-01,26.29,35.86,18.48,0.0,16.05,3.42,5.22
DRS Tambacounda,Kidira,2024-01-01,26.97,37.15,18.47,0.0,13.47,3.25,5.43
DRS Tambacounda,Kidira,2024-02-01,28.92,39.22,20.07,0.0,9.87,3.54,6.15
DRS Tambacounda,Kidira,2024-03-01,32.38,41.8,23.46,0.0,13.16,2.84,6.48
DRS Tambacounda,Kidira,2024-04-01,35.64,43.86,27.26,0.06,17.45,3.06,6.89
DRS Tambacounda,Kidira,2024-05-01,36.87,44.16,29.33,19.06,23.6,2.8,6.97
DRS Tambacounda,Kidira,2024-06-01,32.87,39.54,27.09,66.99,49.2,3.3,6.39
DRS Tambacounda,Kidira,2024-07-01,29.16,33.64,25.6,174.84,74.59,2.65,4.95
DRS Tambacounda,Kidira,2024-08-01,27.63,31.45,24.6,219.4,83.75,2.43,5.26
DRS Tambacounda,Kidira,2024-09-01,26.93,30.41,24.18,237.8,86.58,1.82,5.08
DRS Tambacounda,Kidira,2024-10-01,27.18,31.78,23.13,46.48,79.79,1.48,5.54
DRS Tambacounda,Kidira,2024-11-01,25.0,33.82,18.49,0.0,61.74,1.97,5.74
DRS Tambacounda,Kidira,2024-12-01,23.21,32.64,16.22,0.0,42.09,3.26,4.67
DRS Tambacounda,Koumpentoum,2021-01-01,26.64,36.43,18.54,0.0,24.39,3.69,5.71
DRS Tambacounda,Koumpentoum,2021-02-01,28.68,37.76,20.52,0.0,16.22,3.24,5.47
DRS Tambacounda,Koumpentoum,2021-03-01,31.06,40.33,22.43,0.0,18.0,3.16,6.85
DRS Tambacounda,Koumpentoum,2021-04-01,33.75,42.98,24.63,0.0,22.17,2.6,7.12
DRS Tambacounda,Koumpentoum,2021-05-01,34.07,42.48,25.66,0.0,24.89,3.05,6.54
DRS Tambacounda,Koumpentoum,2021-06-01,32.22,38.57,26.5,99.47,50.44,3.05,5.91
DRS Tambacounda,Koumpentoum,2021-07-01,28.53,33.28,24.73,152.96,74.24,2.58,5.75
DRS Tambacounda,Koumpentoum,2021-08-01,26.91,30.35,24.05,391.26,87.0,1.79,5.42
DRS Tambacounda,Koumpentoum,2021-09-01,26.93,30.24,23.98,243.32,87.92,1.44,5.75
DRS Tambacounda,Koumpentoum,2021-10-01,26.79,31.02,23.13,67.82,83.05,1.28,5.1
DRS Tambacounda,Koumpentoum,2021-11-01,26.32,32.56,21.06,2.25,70.14,1.49,5.34
DRS Tambacounda,Koumpentoum,2021-12-01,25.35,33.43,18.93,0.0,45.96,2.43,5.02
DRS Tambacounda,Koumpentoum,2022-01-01,26.02,35.37,18.17,0.0,25.85,3.09,5.44
DRS Tambacounda,Koumpentoum,2022-02-01,27.86,37.82,19.37,0.0,17.55,3.34,6.2
DRS Tambacounda,Koumpentoum,2022-03-01,30.9,40.42,22.2,0.0,15.11,3.26,6.48
DRS Tambacounda,Koumpentoum,2022-04-01,33.56,42.57,24.76,0.0,19.14,3.17,7.04
DRS Tambacounda,Koumpentoum,2022-05-01,33.8,41.83,25.82,26.8,29.6,2.86,6.61
DRS Tambacounda,Koumpentoum,2022-06-01,30.83,36.57,25.72,69.73,58.34,2.99,5.94
DRS Tambacounda,Koumpentoum,2022-07-01,28.4,32.84,24.85,167.34,76.16,2.55,5.28
DRS Tambacounda,Koumpentoum,2022-08-01,26.83,30.35,23.96,314.2,86.55,2.12,4.97
DRS Tambacounda,Koumpentoum,2022-09-01,26.55,29.67,23.83,259.3,88.59,1.5,5.28
DRS Tambacounda,Koumpentoum,2022-10-01,26.59,30.69,23.12,89.33,84.32,1.29,5.47
DRS Tambacounda,Koumpentoum,2022-11-01,23.81,30.53,18.25,0.01,66.54,1.67,5.31
DRS Tambacounda,Koumpentoum,2022-12-01,24.26,32.93,17.37,2.9,51.08,2.35,5.14
DRS Tambacounda,Koumpentoum,2023-01-01,24.93,34.45,17.29,0.0,29.71,3.17,5.39
DRS Tambacounda,Koumpentoum,2023-02-01,29.44,38.91,21.31,0.0,19.35,3.23,5.77
DRS Tambacounda,Koumpentoum,2023-03-01,31.54,41.29,22.24,0.0,19.0,2.65,6.95
DRS Tambacounda,Koumpentoum,2023-04-01,33.86,42.34,25.45,0.0,21.77,3.05,7.01
DRS Tambacounda,Koumpentoum,2023-05-01,34.57,41.66,27.49,1.82,31.84,2.96,6.26
DRS Tambacounda,Koumpentoum,2023-06-01,32.34,38.79,26.68,73.31,51.87,3.25,6.17
DRS Tambacounda,Koumpentoum,2023-07-01,29.01,33.32,25.41,169.61,75.86,2.18,5.8
DRS Tambacounda,Koumpentoum,2023-08-01,27.89,31.63,24.76,297.69,83.85,2.07,5.39
DRS Tambacounda,Koumpentoum,2023-09-01,27.44,30.79,24.48,146.99,86.46,1.5,5.39
DRS Tambacounda,Koumpentoum,2023-10-01,27.47,31.6,24.03,75.45,82.73,1.28,5.51
DRS Tambacounda,Koumpentoum,2023-11-01,26.81,35.15,19.42,0.9,52.5,1.65,5.69
DRS Tambacounda,Koumpentoum,2023-12-01,25.59,35.23,17.68,0.0,27.67,2.61,5.27
DRS Tambacounda,Koumpentoum,2024-01-01,27.41,37.35,18.95,0.0,19.26,2.83,5.4
DRS Tambacounda,Koumpentoum,2024-02-01,29.85,40.03,20.81,0.0,10.78,3.23,6.15
DRS Tambacounda,Koumpentoum,2024-03-01,32.21,41.85,23.23,0.0,17.08,2.89,6.6
DRS Tambacounda,Koumpentoum,2024-04-01,34.84,43.64,26.17,0.02,21.19,3.06,6.85
DRS Tambacounda,Koumpentoum,2024-05-01,35.58,43.68,27.36,3.46,27.78,3.06,6.85
DRS Tambacounda,Koumpentoum,2024-06-01,33.0,40.1,26.51,42.55,45.09,3.21,6.2
DRS Tambacounda,Koumpentoum,2024-07-01,29.08,33.72,25.4,141.81,74.95,2.87,4.95
DRS Tambacounda,Koumpentoum,2024-08-01,27.85,31.88,24.68,181.07,83.2,2.42,5.06
DRS Tambacounda,Koumpentoum,2024-09-01,27.14,30.76,24.29,247.94,86.19,1.78,4.92
DRS Tambacounda,Koumpentoum,2024-10-01,27.16,31.51,23.42,64.14,81.38,1.4,5.4
DRS Tambacounda,Koumpentoum,2024-11-01,26.25,34.63,19.95,0.0,60.39,1.89,5.69
DRS Tambacounda,Koumpentoum,2024-12-01,24.93,33.59,18.13,1.86,37.6,3.01,4.75
DRS Tambacounda,Makacolibantang,2021-01-01,25.01,34.93,16.92,0.0,35.33,3.11,5.71
DRS Tambacounda,Makacolibantang,2021-02-01,27.87,36.98,19.82,0.0,22.65,2.82,5.47
DRS Tambacounda,Makacolibantang,2021-03-01,30.68,40.04,22.03,0.0,22.09,2.84,6.85
DRS Tambacounda,Makacolibantang,2021-04-01,33.22,42.39,24.23,0.0,28.33,2.6,7.12
DRS Tambacounda,Makacolibantang,2021-05-01,33.67,42.0,25.51,0.05,28.5,2.95,6.54
DRS Tambacounda,Makacolibantang,2021-06-01,31.25,37.25,25.91,112.41,56.98,2.81,5.91
DRS Tambacounda,Makacolibantang,2021-07-01,27.62,31.66,24.42,291.65,80.92,2.27,5.75
DRS Tambacounda,Makacolibantang,2021-08-01,26.65,29.89,23.94,490.97,88.17,1.85,5.42
DRS Tambacounda,Makacolibantang,2021-09-01,26.75,29.86,23.93,340.95,88.89,1.43,5.75
DRS Tambacounda,Makacolibantang,2021-10-01,26.75,30.6,23.33,90.18,84.51,1.2,5.1
DRS Tambacounda,Makacolibantang,2021-11-01,26.16,31.68,21.16,4.5,74.44,1.39,5.34
DRS Tambacounda,Makacolibantang,2021-12-01,23.96,31.19,17.9,0.0,58.89,2.17,5.02
DRS Tambacounda,Makacolibantang,2022-01-01,24.41,33.56,16.52,0.0,39.55,2.69,5.44
DRS Tambacounda,Makacolibantang,2022-02-01,26.6,36.72,18.09,0.0,25.99,2.94,6.2
DRS Tambacounda,Makacolibantang,2022-03-01,30.46,40.05,21.69,0.0,19.41,2.82,6.48
DRS Tambacounda,Makacolibantang,2022-04-01,33.12,42.22,24.24,0.0,23.86,2.85,7.04
DRS Tambacounda,Makacolibantang,2022-05-01,33.17,41.13,25.49,43.46,35.29,2.82,6.61
DRS Tambacounda,Makacolibantang,2022-06-01,29.58,34.88,25.01,122.28,67.01,2.69,5.94
DRS Tambacounda,Makacolibantang,2022-07-01,27.51,31.32,24.48,210.6,82.48,2.4,5.28
DRS Tambacounda,Makacolibantang,2022-08-01,26.53,29.88,23.91,412.07,88.52,2.25,4.97
DRS Tambacounda,Makacolibantang,2022-09-01,26.46,29.53,23.8,286.44,88.97,1.59,5.28
DRS Tambacounda,Makacolibantang,2022-10-01,26.6,30.49,23.13,102.42,84.71,1.25,5.47
DRS Tambacounda,Makacolibantang,2022-11-01,23.78,29.76,18.49,0.01,70.45,1.5,5.31
DRS Tambacounda,Makacolibantang,2022-12-01,23.28,31.01,16.83,9.95,61.66,2.05,5.14
DRS Tambacounda,Makacolibantang,2023-01-01,23.35,32.64,15.86,0.0,42.8,2.82,5.39
DRS Tambacounda,Makacolibantang,2023-02-01,28.21,37.81,19.99,0.0,28.87,2.56,5.77
DRS Tambacounda,Makacolibantang,2023-03-01,30.91,40.74,21.6,0.09,26.33,2.43,6.95
DRS Tambacounda,Makacolibantang,2023-04-01,33.66,42.16,25.17,0.0,26.17,2.68,7.01
DRS Tambacounda,Makacolibantang,2023-05-01,33.87,40.83,27.23,5.54,37.51,3.01,6.26
DRS Tambacounda,Makacolibantang,2023-06-01,30.97,36.92,25.96,150.29,61.53,3.03,6.17
DRS Tambacounda,Makacolibantang,2023-07-01,28.28,32.15,25.04,217.18,81.36,2.03,5.8
DRS Tambacounda,Makacolibantang,2023-08-01,27.47,30.88,24.68,273.19,86.87,1.98,5.39
DRS Tambacounda,Makacolibantang,2023-09-01,27.38,30.65,24.47,170.35,86.99,1.49,5.39
DRS Tambacounda,Makacolibantang,2023-10-01,27.22,30.89,24.08,110.9,85.22,1.24,5.51
DRS Tambacounda,Makacolibantang,2023-11-01,25.96,33.0,19.68,1.82,63.01,1.47,5.69
DRS Tambacounda,Makacolibantang,2023-12-01,24.45,33.31,17.08,0.0,40.11,2.21,5.27
DRS Tambacounda,Makacolibantang,2024-01-01,26.5,36.43,18.3,0.0,28.67,2.43,5.4
DRS Tambacounda,Makacolibantang,2024-02-01,29.64,39.89,20.58,0.0,15.37,2.8,6.15
DRS Tambacounda,Makacolibantang,2024-03-01,32.18,41.86,23.14,0.0,19.63,2.64,6.6
DRS Tambacounda,Makacolibantang,2024-04-01,34.52,43.42,25.83,0.0,25.13,2.92,6.85
DRS Tambacounda,Makacolibantang,2024-05-01,35.1,43.2,27.18,7.54,32.92,3.14,6.85
DRS Tambacounda,Makacolibantang,2024-06-01,32.21,39.02,26.16,47.8,51.15,3.09,6.2
DRS Tambacounda,Makacolibantang,2024-07-01,28.15,32.11,25.03,277.67,81.56,2.68,4.95
DRS Tambacounda,Makacolibantang,2024-08-01,27.36,31.02,24.46,221.32,86.47,2.34,5.06
DRS Tambacounda,Makacolibantang,2024-09-01,26.91,30.32,24.2,257.48,87.8,1.8,4.92
DRS Tambacounda,Makacolibantang,2024-10-01,26.94,30.81,23.49,148.69,83.67,1.31,5.4
DRS Tambacounda,Makacolibantang,2024-11-01,25.5,32.81,19.65,0.0,69.81,1.64,5.69
DRS Tambacounda,Makacolibantang,2024-12-01,23.48,31.9,16.93,0.3,51.11,2.68,4.75
DRS Tambacounda,Tambacounda,2021-01-01,26.23,36.34,18.01,0.0,26.53,3.54,5.75
DRS Tambacounda,Tambacounda,2021-02-01,28.73,37.85,20.54,0.0,16.53,3.14,5.7
DRS Tambacounda,Tambacounda,2021-03-01,31.53,40.64,22.86,0.0,16.48,3.0,6.79
DRS Tambacounda,Tambacounda,2021-04-01,34.49,43.3,25.49,0.0,19.77,2.37,7.08
DRS Tambacounda,Tambacounda,2021-05-01,35.05,42.97,26.93,0.01,22.26,2.89,6.43
DRS Tambacounda,Tambacounda,2021-06-01,32.64,38.83,27.03,83.9,49.37,2.95,5.94
DRS Tambacounda,Tambacounda,2021-07-01,28.71,33.5,24.91,191.48,73.57,2.64,5.55
